country_name,country_code,year,death_rate_per_1000
Timor-Leste,TLS,2023,7.271
Timor-Leste,TLS,2024,7.219
Togo,TGO,2016,10.032
Togo,TGO,2017,9.881
Togo,TGO,2018,9.757
Togo,TGO,2019,9.58
Togo,TGO,2020,9.537
Togo,TGO,2021,9.42
Togo,TGO,2022,8.955
Togo,TGO,2023,8.731
Togo,TGO,2024,8.486
Tonga,TON,2016,6.386
Tonga,TON,2017,6.363
Tonga,TON,2018,6.401
Tonga,TON,2019,6.426
Tonga,TON,2020,6.459
Tonga,TON,2021,6.701
Tonga,TON,2022,6.476
Tonga,TON,2023,6.442
Tonga,TON,2024,6.442
Trinidad and Tobago,TTO,2016,7.312
Trinidad and Tobago,TTO,2017,7.494
Trinidad and Tobago,TTO,2018,7.742
Trinidad and Tobago,TTO,2019,7.948
Trinidad and Tobago,TTO,2020,8.312
Trinidad and Tobago,TTO,2021,9.762
Trinidad and Tobago,TTO,2022,8.225
Trinidad and Tobago,TTO,2023,8.368
Trinidad and Tobago,TTO,2024,8.739
Tunisia,TUN,2016,6.041
Tunisia,TUN,2017,6.068
Tunisia,TUN,2018,6.087
Tunisia,TUN,2019,6.099
Tunisia,TUN,2020,6.648
Tunisia,TUN,2021,8.348
Tunisia,TUN,2022,6.159
Tunisia,TUN,2023,6.071
Tunisia,TUN,2024,6.128
Turkiye,TUR,2016,5.3
Turkiye,TUR,2017,5.3
Turkiye,TUR,2018,5.2
Turkiye,TUR,2019,5.3
Turkiye,TUR,2020,6.1
Turkiye,TUR,2021,6.7
Turkiye,TUR,2022,5.9
Turkiye,TUR,2023,6.2
Turkiye,TUR,2024,5.7
Turkmenistan,TKM,2016,6.095
Turkmenistan,TKM,2017,6.076
Turkmenistan,TKM,2018,6.039
Turkmenistan,TKM,2019,5.986
Turkmenistan,TKM,2020,6.276
Turkmenistan,TKM,2021,6.044
Turkmenistan,TKM,2022,5.787
Turkmenistan,TKM,2023,5.781
Turkmenistan,TKM,2024,5.836
Turks and Caicos Islands,TCA,2016,6.662
Turks and Caicos Islands,TCA,2017,6.796
Turks and Caicos Islands,TCA,2018,6.92
Turks and Caicos Islands,TCA,2019,7.04
Turks and Caicos Islands,TCA,2020,7.389
Turks and Caicos Islands,TCA,2021,7.713
Turks and Caicos Islands,TCA,2022,7.372
Turks and Caicos Islands,TCA,2023,7.401
Turks and Caicos Islands,TCA,2024,7.39
Tuvalu,TUV,2016,9.335
Tuvalu,TUV,2017,9.255
Tuvalu,TUV,2018,9.18
Tuvalu,TUV,2019,9.19
Tuvalu,TUV,2020,9.177
Tuvalu,TUV,2021,9.593
Tuvalu,TUV,2022,9.066
Tuvalu,TUV,2023,9.138
Tuvalu,TUV,2024,9.268
Uganda,UGA,2016,6.073
Uganda,UGA,2017,5.82
Uganda,UGA,2018,5.613
Uganda,UGA,2019,5.42
Uganda,UGA,2020,5.373
Uganda,UGA,2021,5.339
Uganda,UGA,2022,5.035
Uganda,UGA,2023,4.842
Uganda,UGA,2024,4.767
Ukraine,UKR,2016,12.589
Ukraine,UKR,2017,12.265
Ukraine,UKR,2018,13.157
Ukraine,UKR,2019,13.079
Ukraine,UKR,2020,14.438
Ukraine,UKR,2021,17.134
Ukraine,UKR,2022,14.188
Ukraine,UKR,2023,13.13
Ukraine,UKR,2024,13.603
United Arab Emirates,ARE,2016,1.007
United Arab Emirates,ARE,2017,0.97
United Arab Emirates,ARE,2018,0.957
United Arab Emirates,ARE,2019,0.958
United Arab Emirates,ARE,2020,1.118
United Arab Emirates,ARE,2021,1.258
United Arab Emirates,ARE,2022,1.18
United Arab Emirates,ARE,2023,0.932
United Arab Emirates,ARE,2024,0.972
United Kingdom,GBR,2016,9.1
United Kingdom,GBR,2017,9.2
United Kingdom,GBR,2018,9.2
United Kingdom,GBR,2019,9.019
United Kingdom,GBR,2020,10.268
United Kingdom,GBR,2021,9.784
United Kingdom,GBR,2022,9.512
United Kingdom,GBR,2023,9.518
United Kingdom,GBR,2024,9.701
United States,USA,2016,8.493
United States,USA,2017,8.638
United States,USA,2018,8.678
United States,USA,2019,8.697
United States,USA,2020,10.27
United States,USA,2021,10.4
United States,USA,2022,9.8
United States,USA,2023,9.2
United States,USA,2024,9.0
Uruguay,URY,2016,9.581
Uruguay,URY,2017,9.488
Uruguay,URY,2018,9.53
Uruguay,URY,2019,9.754
Uruguay,URY,2020,9.219
Uruguay,URY,2021,11.726
Uruguay,URY,2022,10.832
Uruguay,URY,2023,9.783
Uruguay,URY,2024,9.933
Uzbekistan,UZB,2016,5.963
Uzbekistan,UZB,2017,5.962
Uzbekistan,UZB,2018,5.933
Uzbekistan,UZB,2019,5.97
Uzbekistan,UZB,2020,6.467
Uzbekistan,UZB,2021,6.32
Uzbekistan,UZB,2022,6.048
Uzbekistan,UZB,2023,6.206
Uzbekistan,UZB,2024,6.034
Vanuatu,VUT,2016,5.621
Vanuatu,VUT,2017,5.619
Vanuatu,VUT,2018,5.56
Vanuatu,VUT,2019,5.494
Vanuatu,VUT,2020,5.739
Vanuatu,VUT,2021,5.797
Vanuatu,VUT,2022,5.167
Vanuatu,VUT,2023,5.083
Vanuatu,VUT,2024,5.018
"Venezuela, RB",VEN,2016,6.572
"Venezuela, RB",VEN,2017,6.8
"Venezuela, RB",VEN,2018,6.685
"Venezuela, RB",VEN,2019,6.802
"Venezuela, RB",VEN,2020,7.202
"Venezuela, RB",VEN,2021,7.862
"Venezuela, RB",VEN,2022,7.347
"Venezuela, RB",VEN,2023,7.56
"Venezuela, RB",VEN,2024,7.678
Viet Nam,VNM,2016,6.195
Viet Nam,VNM,2017,6.238
Viet Nam,VNM,2018,6.263
Viet Nam,VNM,2019,6.3
Viet Nam,VNM,2020,5.813
Viet Nam,VNM,2021,6.653
Viet Nam,VNM,2022,6.488
Viet Nam,VNM,2023,6.577
Viet Nam,VNM,2024,6.646
Virgin Islands (U.S.),VIR,2016,7.5
Virgin Islands (U.S.),VIR,2017,7.7
Virgin Islands (U.S.),VIR,2018,7.9
Virgin Islands (U.S.),VIR,2019,8.2
Virgin Islands (U.S.),VIR,2020,8.4
Virgin Islands (U.S.),VIR,2021,8.6
Virgin Islands (U.S.),VIR,2022,8.8
Virgin Islands (U.S.),VIR,2023,9.0
Virgin Islands (U.S.),VIR,2024,9.2
West Bank and Gaza,PSE,2016,3.262
West Bank and Gaza,PSE,2017,3.218
West Bank and Gaza,PSE,2018,3.217
West Bank and Gaza,PSE,2019,3.134
West Bank and Gaza,PSE,2020,3.391
West Bank and Gaza,PSE,2021,3.768
West Bank and Gaza,PSE,2022,2.992
West Bank and Gaza,PSE,2023,7.198
West Bank and Gaza,PSE,2024,5.87
"Yemen, Rep.",YEM,2016,5.647
"Yemen, Rep.",YEM,2017,5.644
"Yemen, Rep.",YEM,2018,6.114
"Yemen, Rep.",YEM,2019,5.859
"Yemen, Rep.",YEM,2020,5.832
"Yemen, Rep.",YEM,2021,5.953
"Yemen, Rep.",YEM,2022,5.232
"Yemen, Rep.",YEM,2023,4.792
"Yemen, Rep.",YEM,2024,4.734
Zambia,ZMB,2016,7.203
Zambia,ZMB,2017,7.005
Zambia,ZMB,2018,6.775
Zambia,ZMB,2019,6.482
Zambia,ZMB,2020,6.26
Zambia,ZMB,2021,6.607
Zambia,ZMB,2022,5.583
Zambia,ZMB,2023,5.207
Zambia,ZMB,2024,5.165
Zimbabwe,ZWE,2016,8.816
Zimbabwe,ZWE,2017,8.587
Zimbabwe,ZWE,2018,8.321
Zimbabwe,ZWE,2019,8.281
Zimbabwe,ZWE,2020,8.138
Zimbabwe,ZWE,2021,8.782
Zimbabwe,ZWE,2022,7.779
Zimbabwe,ZWE,2023,7.614
Zimbabwe,ZWE,2024,7.498
